rankings_school,year,ms_std_papers,ms_personal_papers,ms_std_citations,ms_personal_citation_weighted,or_std_papers,or_personal_papers,or_std_citations,or_personal_citation_weighted,msom_std_papers,msom_personal_papers,msom_std_citations,msom_personal_citation_weighted
Minnesota (Carlson),2021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,4.0000,125.0000,135.0000
Minnesota (Carlson),2022,3.0000,3.0000,53.0000,53.0000,0.0000,0.0000,0.0000,0.0000,3.0000,5.0000,68.0000,76.0000
Minnesota (Carlson),2023,1.0000,1.0000,5.0000,5.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,24.0000,24.0000
Minnesota (Carlson),2024,1.0000,3.0000,15.0000,45.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3.0000,4.0000,12.0000
Minnesota (Carlson),2025,2.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,4.0000,4.0000
Minnesota (Carlson),2026,2.0000,2.0000,6.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Purdue (Daniels),2016,1.0000,1.0000,181.0000,181.0000,2.0000,2.0000,0.0000,0.0000,1.0000,2.0000,10.0000,20.0000
Purdue (Daniels),2017,1.0000,1.0000,31.0000,31.0000,2.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Purdue (Daniels),2018,1.0000,1.0000,100.0000,100.0000,2.0000,4.0000,0.0000,0.0000,1.0000,1.0000,107.0000,107.0000
Purdue (Daniels),2019,1.0000,3.0000,43.0000,129.0000,1.0000,1.0000,0.0000,0.0000,2.0000,2.0000,110.0000,110.0000
Purdue (Daniels),2020,2.0000,3.0000,49.0000,97.0000,0.0000,0.0000,0.0000,0.0000,5.0000,5.0000,254.0000,254.0000
Purdue (Daniels),2021,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,2.0000,2.0000,59.0000,59.0000
Purdue (Daniels),2022,6.0000,8.0000,192.0000,216.0000,1.0000,2.0000,0.0000,0.0000,1.0000,1.0000,24.0000,24.0000
Purdue (Daniels),2023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,29.0000,29.0000
Purdue (Daniels),2024,3.0000,4.0000,68.0000,106.0000,2.0000,2.0000,0.0000,0.0000,3.0000,3.0000,18.0000,18.0000
Purdue (Daniels),2025,3.0000,4.0000,0.0000,0.0000,5.0000,6.0000,0.0000,0.0000,2.0000,2.0000,8.0000,8.0000
Purdue (Daniels),2026,0.0000,0.0000,0.0000,0.0000,2.0000,3.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000
Indiana (Kelley),2016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Indiana (Kelley),2017,1.0000,1.0000,124.0000,124.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,170.0000,170.0000
Indiana (Kelley),2018,3.0000,3.0000,311.0000,311.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Indiana (Kelley),2019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Indiana (Kelley),2020,1.0000,1.0000,55.0000,55.0000,2.0000,2.0000,0.0000,0.0000,3.0000,4.0000,114.0000,135.0000
Indiana (Kelley),2021,2.0000,2.0000,188.0000,188.0000,2.0000,2.0000,0.0000,0.0000,1.0000,1.0000,66.0000,66.0000
Indiana (Kelley),2022,4.0000,5.0000,302.0000,448.0000,1.0000,1.0000,0.0000,0.0000,5.0000,8.0000,162.0000,233.0000
Indiana (Kelley),2023,3.0000,4.0000,83.0000,93.0000,2.0000,2.0000,0.0000,0.0000,4.0000,4.0000,115.0000,115.0000
Indiana (Kelley),2024,4.0000,4.0000,112.0000,112.0000,0.0000,0.0000,0.0000,0.0000,3.0000,5.0000,16.0000,28.0000
Indiana (Kelley),2025,5.0000,5.0000,10.0000,10.0000,1.0000,1.0000,0.0000,0.0000,7.0000,7.0000,17.0000,17.0000
Indiana (Kelley),2026,2.0000,2.0000,5.0000,5.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000
Boston U (Questrom),2016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Boston U (Questrom),2017,1.0000,1.0000,212.0000,212.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Boston U (Questrom),2018,2.0000,2.0000,239.0000,239.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Boston U (Questrom),2019,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Boston U (Questrom),2020,1.0000,1.0000,106.0000,106.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Boston U (Questrom),2021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,21.0000,21.0000
Boston U (Questrom),2022,4.0000,5.0000,94.0000,139.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,138.0000,138.0000
Boston U (Questrom),2023,4.0000,4.0000,194.0000,194.0000,2.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Boston U (Questrom),2024,3.0000,4.0000,51.0000,63.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,3.0000,3.0000
Boston U (Questrom),2025,3.0000,3.0000,4.0000,4.0000,1.0000,1.0000,0.0000,0.0000,2.0000,3.0000,1.0000,2.0000
Boston U (Questrom),2026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UNC (Kenan-Flagler),2016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.0000,183.0000,239.0000
UNC (Kenan-Flagler),2017,2.0000,2.0000,75.0000,75.0000,3.0000,3.0000,0.0000,0.0000,3.0000,3.0000,179.0000,179.0000
UNC (Kenan-Flagler),2018,2.0000,2.0000,162.0000,162.0000,1.0000,2.0000,0.0000,0.0000,1.0000,2.0000,61.0000,122.0000
UNC (Kenan-Flagler),2019,2.0000,2.0000,177.0000,177.0000,1.0000,1.0000,0.0000,0.0000,5.0000,6.0000,470.0000,583.0000
UNC (Kenan-Flagler),2020,2.0000,3.0000,95.0000,111.0000,1.0000,1.0000,0.0000,0.0000,5.0000,9.0000,151.0000,252.0000
UNC (Kenan-Flagler),2021,3.0000,5.0000,106.0000,180.0000,1.0000,1.0000,0.0000,0.0000,3.0000,4.0000,93.0000,130.0000
UNC (Kenan-Flagler),2022,2.0000,2.0000,76.0000,76.0000,1.0000,1.0000,0.0000,0.0000,2.0000,2.0000,16.0000,16.0000
UNC (Kenan-Flagler),2023,1.0000,3.0000,44.0000,132.0000,1.0000,1.0000,0.0000,0.0000,3.0000,5.0000,127.0000,163.0000
UNC (Kenan-Flagler),2024,1.0000,1.0000,9.0000,9.0000,1.0000,4.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000
UNC (Kenan-Flagler),2025,2.0000,3.0000,4.0000,4.0000,1.0000,1.0000,0.0000,0.0000,4.0000,4.0000,19.0000,19.0000
UNC (Kenan-Flagler),2026,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,2.0000,3.0000,0.0000,0.0000
Georgia Tech (Scheller),2016,2.0000,3.0000,183.0000,308.0000,0.0000,0.0000,0.0000,0.0000,3.0000,4.0000,188.0000,241.0000
Georgia Tech (Scheller),2017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,261.0000,261.0000
Georgia Tech (Scheller),2018,3.0000,5.0000,102.0000,132.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Georgia Tech (Scheller),2019,1.0000,2.0000,132.0000,264.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.0000,187.0000,215.0000
Georgia Tech (Scheller),2020,1.0000,1.0000,148.0000,148.0000,0.0000,0.0000,0.0000,0.0000,5.0000,7.0000,489.0000,666.0000
Georgia Tech (Scheller),2021,3.0000,4.0000,100.0000,121.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,39.0000,39.0000
Georgia Tech (Scheller),2022,1.0000,1.0000,43.0000,43.0000,0.0000,0.0000,0.0000,0.0000,6.0000,9.0000,138.0000,202.0000
Georgia Tech (Scheller),2023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,24.0000,24.0000
Georgia Tech (Scheller),2024,2.0000,2.0000,27.0000,27.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2.0000,2.0000,4.0000
Georgia Tech (Scheller),2025,2.0000,2.0000,2.0000,2.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,4.0000,4.0000
Georgia Tech (Scheller),2026,1.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000
Yale,2016,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Yale,2017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Yale,2018,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Yale,2019,3.0000,3.0000,310.0000,310.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Yale,2020,0.0000,0.0000,0.0000,0.0000,1.0000,2.0000,0.0000,0.0000,2.0000,2.0000,106.0000,106.0000
Yale,2021,1.0000,1.0000,2.0000,2.0000,2.0000,2.0000,0.0000,0.0000,2.0000,2.0000,56.0000,56.0000
Yale,2022,1.0000,1.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,1.0000,1.0000,5.0000,5.0000
Yale,2023,3.0000,3.0000,45.0000,45.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Yale,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,11.0000,11.0000
Yale,2025,2.0000,2.0000,13.0000,13.0000,2.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Yale,2026,2.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Carnegie Mellon (Tepper),2016,1.0000,2.0000,100.0000,200.0000,3.0000,3.0000,0.0000,0.0000,4.0000,4.0000,177.0000,177.0000
Carnegie Mellon (Tepper),2017,2.0000,3.0000,124.0000,166.0000,3.0000,4.0000,0.0000,0.0000,2.0000,3.0000,81.0000,154.0000
Carnegie Mellon (Tepper),2018,1.0000,1.0000,99.0000,99.0000,3.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Carnegie Mellon (Tepper),2019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.0000,201.0000,362.0000
Carnegie Mellon (Tepper),2020,2.0000,3.0000,299.0000,515.0000,1.0000,1.0000,0.0000,0.0000,2.0000,2.0000,236.0000,236.0000
Carnegie Mellon (Tepper),2021,3.0000,6.0000,245.0000,532.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,30.0000,30.0000
Carnegie Mellon (Tepper),2022,2.0000,3.0000,68.0000,110.0000,0.0000,0.0000,0.0000,0.0000,4.0000,6.0000,83.0000,123.0000
Carnegie Mellon (Tepper),2023,1.0000,1.0000,13.0000,13.0000,1.0000,2.0000,0.0000,0.0000,4.0000,5.0000,99.0000,117.0000
Carnegie Mellon (Tepper),2024,1.0000,1.0000,23.0000,23.0000,1.0000,2.0000,0.0000,0.0000,2.0000,3.0000,10.0000,14.0000
Carnegie Mellon (Tepper),2025,5.0000,6.0000,7.0000,7.0000,4.0000,6.0000,0.0000,0.0000,5.0000,11.0000,6.0000,13.0000
Carnegie Mellon (Tepper),2026,1.0000,1.0000,2.0000,2.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Arizona State (Carey),2016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Arizona State (Carey),2017,0.0000,0.0000,0.0000,0.0000,1.0000,2.0000,0.0000,0.0000,2.0000,2.0000,62.0000,62.0000
Arizona State (Carey),2018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Arizona State (Carey),2019,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,1.0000,2.0000,88.0000,176.0000
Arizona State (Carey),2020,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,1.0000,3.0000,36.0000,108.0000
Arizona State (Carey),2021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Arizona State (Carey),2022,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,5.0000,11.0000,125.0000,250.0000
Arizona State (Carey),2023,1.0000,1.0000,62.0000,62.0000,1.0000,2.0000,0.0000,0.0000,2.0000,3.0000,42.0000,49.0000
Arizona State (Carey),2024,1.0000,1.0000,11.0000,11.0000,1.0000,2.0000,0.0000,0.0000,6.0000,8.0000,26.0000,38.0000
Arizona State (Carey),2025,3.0000,4.0000,13.0000,22.0000,0.0000,0.0000,0.0000,0.0000,3.0000,4.0000,12.0000,14.0000
Arizona State (Carey),2026,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UC Berkeley (Haas),2016,1.0000,1.0000,111.0000,111.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,322.0000,322.0000
UC Berkeley (Haas),2017,2.0000,2.0000,331.0000,331.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UC Berkeley (Haas),2018,1.0000,1.0000,142.0000,142.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,647.0000,647.0000
UC Berkeley (Haas),2019,1.0000,1.0000,21.0000,21.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UC Berkeley (Haas),2020,3.0000,3.0000,151.0000,151.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UC Berkeley (Haas),2021,3.0000,3.0000,63.0000,63.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,17.0000,17.0000
UC Berkeley (Haas),2022,1.0000,1.0000,8.0000,8.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,266.0000,266.0000
UC Berkeley (Haas),2023,2.0000,2.0000,48.0000,48.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,78.0000,78.0000
UC Berkeley (Haas),2024,4.0000,4.0000,61.0000,61.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,14.0000,14.0000
UC Berkeley (Haas),2025,3.0000,3.0000,23.0000,23.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,2.0000,2.0000
UC Berkeley (Haas),2026,1.0000,1.0000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000
Maryland (Smith),2016,1.0000,1.0000,609.0000,609.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,35.0000,35.0000
Maryland (Smith),2017,1.0000,3.0000,29.0000,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Maryland (Smith),2018,1.0000,1.0000,272.0000,272.0000,2.0000,2.0000,0.0000,0.0000,1.0000,1.0000,24.0000,24.0000
Maryland (Smith),2019,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Maryland (Smith),2020,2.0000,2.0000,265.0000,265.0000,3.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Maryland (Smith),2021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,66.0000,66.0000
Maryland (Smith),2022,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,2.0000,2.0000,70.0000,70.0000
Maryland (Smith),2023,2.0000,2.0000,29.0000,29.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2.0000,7.0000,14.0000
Maryland (Smith),2024,1.0000,1.0000,7.0000,7.0000,2.0000,3.0000,0.0000,0.0000,3.0000,3.0000,19.0000,19.0000
Maryland (Smith),2025,2.0000,2.0000,0.0000,0.0000,5.0000,5.0000,0.0000,0.0000,2.0000,3.0000,5.0000,6.0000
Maryland (Smith),2026,1.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Wisconsin-Madison,2016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,57.0000,57.0000
Wisconsin-Madison,2017,2.0000,2.0000,245.0000,245.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,85.0000,85.0000
Wisconsin-Madison,2018,2.0000,2.0000,297.0000,297.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Wisconsin-Madison,2019,1.0000,1.0000,73.0000,73.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Wisconsin-Madison,2020,2.0000,2.0000,85.0000,85.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4.0000,12.0000,24.0000
Wisconsin-Madison,2021,3.0000,3.0000,123.0000,123.0000,1.0000,3.0000,0.0000,0.0000,4.0000,4.0000,256.0000,256.0000
Wisconsin-Madison,2022,2.0000,2.0000,49.0000,49.0000,1.0000,1.0000,0.0000,0.0000,2.0000,3.0000,94.0000,120.0000
Wisconsin-Madison,2023,2.0000,3.0000,55.0000,86.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Wisconsin-Madison,2024,1.0000,1.0000,11.0000,11.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,21.0000,21.0000
Wisconsin-Madison,2025,2.0000,3.0000,3.0000,5.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,10.0000,10.0000
Wisconsin-Madison,2026,2.0000,2.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Johns Hopkins (Carey),2016,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,106.0000,106.0000
Johns Hopkins (Carey),2017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,73.0000,73.0000
Johns Hopkins (Carey),2018,1.0000,1.0000,45.0000,45.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,144.0000,144.0000
Johns Hopkins (Carey),2019,2.0000,4.0000,86.0000,216.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Johns Hopkins (Carey),2020,1.0000,1.0000,30.0000,30.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,138.0000,138.0000
Johns Hopkins (Carey),2021,2.0000,2.0000,47.0000,47.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,49.0000,49.0000
Johns Hopkins (Carey),2022,2.0000,2.0000,25.0000,25.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,168.0000,168.0000
Johns Hopkins (Carey),2023,2.0000,2.0000,22.0000,22.0000,1.0000,3.0000,0.0000,0.0000,2.0000,2.0000,19.0000,19.0000
Johns Hopkins (Carey),2024,2.0000,2.0000,17.0000,17.0000,1.0000,1.0000,0.0000,0.0000,3.0000,3.0000,15.0000,15.0000
Johns Hopkins (Carey),2025,3.0000,3.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,3.0000,3.0000,0.0000,0.0000
Johns Hopkins (Carey),2026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000
UW (Foster),2016,0.0000,0.0000,0.0000,0.0000,1.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UW (Foster),2017,3.0000,6.0000,271.0000,568.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UW (Foster),2018,2.0000,2.0000,177.0000,177.0000,2.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UW (Foster),2019,1.0000,2.0000,248.0000,496.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2.0000,46.0000,92.0000
UW (Foster),2020,2.0000,2.0000,217.0000,217.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UW (Foster),2021,2.0000,3.0000,72.0000,100.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,59.0000,59.0000
UW (Foster),2022,3.0000,4.0000,84.0000,85.0000,0.0000,0.0000,0.0000,0.0000,5.0000,8.0000,122.0000,158.0000
UW (Foster),2023,1.0000,2.0000,56.0000,112.0000,2.0000,3.0000,0.0000,0.0000,2.0000,3.0000,46.0000,81.0000
UW (Foster),2024,2.0000,3.0000,30.0000,53.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,4.0000,4.0000
UW (Foster),2025,3.0000,4.0000,14.0000,14.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000
UW (Foster),2026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Colorado (Leeds),2016,1.0000,1.0000,48.0000,48.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Colorado (Leeds),2017,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Colorado (Leeds),2018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,127.0000,127.0000
Colorado (Leeds),2019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Colorado (Leeds),2020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Colorado (Leeds),2021,1.0000,2.0000,291.0000,582.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Colorado (Leeds),2022,3.0000,3.0000,67.0000,67.0000,1.0000,2.0000,0.0000,0.0000,3.0000,3.0000,71.0000,71.0000
Colorado (Leeds),2023,1.0000,1.0000,17.0000,17.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,7.0000,7.0000
Colorado (Leeds),2024,1.0000,1.0000,33.0000,33.0000,1.0000,2.0000,0.0000,0.0000,3.0000,4.0000,66.0000,87.0000
Colorado (Leeds),2025,0.0000,0.0000,0.0000,0.0000,5.0000,5.0000,0.0000,0.0000,1.0000,1.0000,3.0000,3.0000
Colorado (Leeds),2026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emory (Goizueta),2016,1.0000,1.0000,153.0000,153.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emory (Goizueta),2017,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emory (Goizueta),2018,2.0000,2.0000,130.0000,130.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emory (Goizueta),2019,3.0000,3.0000,235.0000,235.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emory (Goizueta),2020,4.0000,4.0000,581.0000,581.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,133.0000,133.0000
Emory (Goizueta),2021,1.0000,1.0000,110.0000,110.0000,0.0000,0.0000,0.0000,0.0000,3.0000,4.0000,84.0000,102.0000
Emory (Goizueta),2022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.0000,371.0000,606.0000
Emory (Goizueta),2023,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000,2.0000,3.0000,89.0000,98.0000
Emory (Goizueta),2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,6.0000,68.0000,136.0000
Emory (Goizueta),2025,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,4.0000,6.0000,12.0000,18.0000
Emory (Goizueta),2026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000
UIUC (Gies),2016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UIUC (Gies),2017,1.0000,1.0000,74.0000,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UIUC (Gies),2018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UIUC (Gies),2019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UIUC (Gies),2020,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
UIUC (Gies),2021,2.0000,2.0000,240.0000,240.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,34.0000,34.0000
UIUC (Gies),2022,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000,2.0000,2.0000,37.0000,37.0000
UIUC (Gies),2023,2.0000,2.0000,7.0000,7.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,9.0000,9.0000
UIUC (Gies),2024,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000
UIUC (Gies),2025,3.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,4.0000,6.0000,9.0000
UIUC (Gies),2026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
McGill (Desautels),2016,1.0000,2.0000,48.0000,96.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
McGill (Desautels),2017,1.0000,1.0000,52.0000,52.0000,1.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
McGill (Desautels),2018,2.0000,2.0000,144.0000,144.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,266.0000,266.0000
McGill (Desautels),2019,2.0000,2.0000,161.0000,161.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
McGill (Desautels),2020,2.0000,2.0000,175.0000,175.0000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,66.0000,66.0000
McGill (Desautels),2021,3.0000,3.0000,84.0000,84.0000,2.0000,2.0000,0.0000,0.0000,1.0000,1.0000,30.0000,30.0000
McGill (Desautels),2022,3.0000,3.0000,187.0000,187.0000,2.0000,2.0000,0.0000,0.0000,3.0000,4.0000,118.0000,147.0000
