paper_key,year,title,journal,status,published_or_forthcoming,doi,authors,author_affiliations_at_publication,school_credit_map,keep_om,exclude_reason,citation_count,citation_source,citation_url,citation_last_checked_date,google_scholar_citations,google_scholar_url,citations_last_checked_date,notes,ms_department,discipline_bucket,dept_confidence,dept_signals,abstract_excerpt,business_school_affiliation
doi:10.1287/opre.2015.1471,2016,A Cycle-Based Formulation and Valid Inequalities for DC Power Transmission Problems with Switching,Operations Research,,published,10.1287/opre.2015.1471,Burak Kocuk; Hyemin Jeon; Santanu S. Dey; Jeff Linderoth; James Luedtke; Xu Andy Sun,"[{""author"": ""Burak Kocuk"", ""affiliations"": [""H. Milton Stewart School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332""]}, {""author"": ""Hyemin Jeon"", ""affiliations"": [""Department of Industrial Engineering and Operations Research, University of California, Berkeley, Berkeley, California 94720""]}, {""author"": ""Santanu S. Dey"", ""affiliations"": [""H. Milton Stewart School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332""]}, {""author"": ""Jeff Linderoth"", ""affiliations"": [""Department of Industrial and Systems Engineering, University of Wisconsin-Madison, Madison, Wisconsin 53706""]}, {""author"": ""James Luedtke"", ""affiliations"": [""Department of Industrial and Systems Engineering, University of Wisconsin-Madison, Madison, Wisconsin 53706""]}, {""author"": ""Xu Andy Sun"", ""affiliations"": [""H. Milton Stewart School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"It is well known that optimizing network topology by switching on and off transmission lines improves the efficiency of power delivery in electrical networks. In fact, the USA Energy Policy Act of 2005 (Section 1223) states that the United States should “encourage, as appropriate, the deployment of advanced transmission technologies” including “optimized transmission line configurations.” As such, many authors have studied the problem of determining an optimal set of transmission lines to switch off to minimize the cost of meeting a given power demand under the direct current (DC) model of power flow. This problem is known in the literature as the Direct-Current Optimal Transmission Switchin",no
doi:10.1287/opre.2016.1505,2016,A Markov Chain Approximation to Choice Modeling,Operations Research,,published,10.1287/opre.2016.1505,Jose Blanchet; Guillermo Gallego; Vineet Goyal,"[{""author"": ""Jose Blanchet"", ""affiliations"": [""Industrial Engineering and Operations Research, Columbia University, New York, New York""]}, {""author"": ""Guillermo Gallego"", ""affiliations"": [""Industrial Engineering and Logistics Management, Hong Kong University of Science and Technology, Kowloon, Hong Kong""]}, {""author"": ""Vineet Goyal"", ""affiliations"": [""Industrial Engineering and Operations Research, Columbia University, New York, New York""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Assortment planning is an important problem that arises in many industries such as retailing and airlines. One of the key challenges in an assortment planning problem is to identify the “right” model for the substitution behavior of customers from the data. Error in model selection can lead to highly suboptimal decisions. In this paper, we consider a Markov chain based choice model and show that it provides a simultaneous approximation for all random utility based discrete choice models including the multinomial logit (MNL), the probit, the nested logit and mixtures of multinomial logit models. In the Markov chain model, substitution from one product to another is modeled as a state transiti",no
doi:10.1287/opre.2016.1497,2016,An Optimization View of Financial Systemic Risk Modeling: Network Effect and Market Liquidity Effect,Operations Research,,published,10.1287/opre.2016.1497,Nan Chen; Xin Liu; David D. Yao,"[{""author"": ""Nan Chen"", ""affiliations"": [""Department of Systems Engineering and Engineering Management, The Chinese University of Hong Kong, Hong Kong""]}, {""author"": ""Xin Liu"", ""affiliations"": [""Business College, Yangzhou University, Yangzhou, Jiangsu Province, China""]}, {""author"": ""David D. Yao"", ""affiliations"": [""Department of Industrial Engineering and Operations Research, Columbia University, New York, New York 10027""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Financial institutions are interconnected directly by holding debt claims against each other (the network channel), and they are also bound by the market when selling assets to raise cash in distressful circumstances (the liquidity channel). The goal of our study is to investigate how these two channels of risk interact to propagate individual defaults to a systemwide catastrophe. We formulate a constrained optimization problem that incorporates both channels of risk, and exploit the problem structure to generate the solution (to the clearing payment vector) via a partition algorithm. Through sensitivity analysis, we are able to identify two key contributors to financial systemic risk, the n",no
doi:10.1287/opre.2016.1521,2016,Augmented Lagrangian Methods for Solving Optimization Problems with Stochastic-Order Constraints,Operations Research,,published,10.1287/opre.2016.1521,Darinka Dentcheva; Gabriela Martinez; Eli Wolfhagen,"[{""author"": ""Darinka Dentcheva"", ""affiliations"": [""Stevens Institute of Technology, Department of Mathematical Sciences, Hoboken, New Jersey 07030""]}, {""author"": ""Gabriela Martinez"", ""affiliations"": [""Kern Center for Science of Health Care Delivery, Mayo Clinic, Rochester, Minnesota 55905""]}, {""author"": ""Eli Wolfhagen"", ""affiliations"": [""Stevens Institute of Technology, Department of Mathematical Sciences, Hoboken, New Jersey 07030""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"We investigate risk-averse stochastic optimization problems with a risk-shaping constraint in the form of a stochastic-order relation. Both univariate and multivariate orders are considered. We extend the notion of a linear multivariate order, adding flexibility with respect to the controlled portion of the distributions. We propose several methods for the numerical solution of these problems based on augmented Lagrangian framework and analyze their convergence. The methods construct finite-dimensional risk-neutral approximations of the optimization problem whose solutions converge to the solution of the original problem. In the case of univariate stochastic dominance, we explore augmented L",no
doi:10.1287/opre.2016.1480,2016,Bayesian Optimization via Simulation with Pairwise Sampling and Correlated Prior Beliefs,Operations Research,,published,10.1287/opre.2016.1480,Jing Xie; Peter I. Frazier; Stephen E. Chick,"[{""author"": ""Jing Xie"", ""affiliations"": [""Credibly, New York, New York 10010""]}, {""author"": ""Peter I. Frazier"", ""affiliations"": [""School of Operations Research and Information Engineering, Cornell University, Ithaca, New York 14853""]}, {""author"": ""Stephen E. Chick"", ""affiliations"": [""Technology and Operations Management Area, INSEAD, 77300 Fontainebleau, France""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"This paper addresses discrete optimization via simulation. We show that allowing for both a correlated prior distribution on the means (e.g., with discrete Kriging models) and sampling correlation (e.g., with common random numbers, or CRN) can significantly improve the ability to quickly identify the best alternative. These two correlations are brought together for the first time in a highly sequential knowledge-gradient sampling algorithm, which chooses points to sample using a Bayesian value of information (VOI) criterion. We provide almost sure convergence guarantees as the number of samples grows without bound when parameters are known and provide approximations that allow practical impl",yes
doi:10.1287/opre.2016.1507,2016,Combining Spot and Futures Markets: A Hybrid Market Approach to Dynamic Spectrum Access,Operations Research,,published,10.1287/opre.2016.1507,Lin Gao; Biying Shou; Ying-Ju Chen; Jianwei Huang,"[{""author"": ""Lin Gao"", ""affiliations"": [""School of Electronic and Information Engineering, Harbin Institute of Technology (Shenzhen), Shenzhen 518055, China; and Department of Management Sciences, City University of Hong Kong, Kowloon Tong, Hong Kong""]}, {""author"": ""Biying Shou"", ""affiliations"": [""Department of Management Sciences, City University of Hong Kong, Kowloon Tong, Hong Kong""]}, {""author"": ""Ying-Ju Chen"", ""affiliations"": [""School of Business and Management and School of Engineering, The Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong""]}, {""author"": ""Jianwei Huang"", ""affiliations"": [""Department of Information Engineering, The Chinese University of Hong Kong, Shatin, NT, Hong Kong""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,"Dynamic spectrum access is a new paradigm of secondary spectrum utilization and sharing. It allows unlicensed secondary users (SUs) to exploit the opportunistically underutilized licensed spectrum. Market mechanism is a widely used promising means to regulate the consuming behaviours of users and, hence, achieve the efficient allocation and consumption of limited resources. In this paper, we propose and study a hybrid secondary spectrum market consisting of both the futures market and the spot market, in which SUs (buyers) purchase underutilized licensed spectrum from a spectrum regulator (SR), either through predefined contracts via the futures market, or through spot transactions via the s",yes
doi:10.1287/opre.2016.1478,2016,Compensating for Dynamic Supply Disruptions: Backup Flexibility Design,Operations Research,,published,10.1287/opre.2016.1478,Soroush Saghafian; Mark P. Van Oyen,"[{""author"": ""Soroush Saghafian"", ""affiliations"": [""Harvard Kennedy School, Harvard University, Cambridge, Massachusetts""]}, {""author"": ""Mark P. Van Oyen"", ""affiliations"": [""Department of Industrial & Operations. Engineering, University of Michigan, Ann Arbor, Michigan""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"To increase resilience in supply chains, we investigate the optimal design of flexibility in a backup system. We model the dynamics of disruptions as Markov chains, and consider a multiproduct, multisupplier supply chain under dynamic disruption risks. Using our model, we first show that a little flexibility in the backup system can go a long way in mitigating dynamic disruption risks. This raises an important and fundamental question in designing flexibility in the backup system: to achieve the benefits of full backup flexibility, which unreliable suppliers should be backed up? To answer this question, we connect the supply chain to various queueing and dam models by analyzing the dynamics ",no
doi:10.1287/opre.2016.1509,2016,Competitive Equilibria in Two-Sided Matching Markets with General Utility Functions,Operations Research,,published,10.1287/opre.2016.1509,Saeed Alaei; Kamal Jain; Azarakhsh Malekian,"[{""author"": ""Saeed Alaei"", ""affiliations"": [""Google Inc, 1600 Amphitheatre Parkway, Mountain View, California 94043""]}, {""author"": ""Kamal Jain"", ""affiliations"": [""Faira, Kirkland, Washington 98033""]}, {""author"": ""Azarakhsh Malekian"", ""affiliations"": [""Rotman School of Management, University of Toronto, Toronto, Ontario""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"We present an exact characterization of utilities in competitive equilibria of two-sided matching markets in which the utility of each agent depends on the choice of partner and the terms of the partnership, potentially including monetary transfer. Examples of such markets include sellers and buyers or jobs and workers. Demange and Gale showed that the set of competitive equilibria in this type of market forms a complete lattice with each extreme point of the lattice representing an equilibrium with the highest utilities for the agents on one side and the lowest utilities for the agents on the opposite side. Our characterization is based on establishing a connection between the competitive e",yes
doi:10.1287/opre.2015.1430,2016,Competitive Targeted Advertising Over Networks,Operations Research,,published,10.1287/opre.2015.1430,Kostas Bimpikis; Asuman Ozdaglar; Ercan Yildiz,"[{""author"": ""Kostas Bimpikis"", ""affiliations"": [""Graduate School of Business, Stanford University, Stanford, California 94305""]}, {""author"": ""Asuman Ozdaglar"", ""affiliations"": [""Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139""]}, {""author"": ""Ercan Yildiz"", ""affiliations"": [""Customer Research and Insights Team, Google, Menlo Park, California 94043""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Recent advances in information technology have allowed firms to gather vast amounts of data regarding consumers’ preferences and the structure and intensity of their social interactions. This paper examines a game-theoretic model of competition between firms that can target their marketing budgets to individuals embedded in a social network. We provide a sharp characterization of the optimal targeted advertising strategies and highlight their dependence on the underlying social network structure. Furthermore, we provide conditions under which it is optimal for the firms to asymmetrically target a subset of the individuals and establish a lower bound on the ratio of their payoffs in these asy",yes
doi:10.1287/opre.2015.1452,2016,Contingent Preannounced Pricing Policies with Strategic Consumers,Operations Research,,published,10.1287/opre.2015.1452,José Correa; Ricardo Montoya; Charles Thraves,"[{""author"": ""Jos\u00e9 Correa"", ""affiliations"": [""Departamento de Ingenier\u00eda Industrial, Universidad de Chile, Santiago, Chile""]}, {""author"": ""Ricardo Montoya"", ""affiliations"": [""Departamento de Ingenier\u00eda Industrial, Universidad de Chile, Santiago, Chile""]}, {""author"": ""Charles Thraves"", ""affiliations"": [""Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Companies in diverse industries must decide the pricing policy of their inventories over time. This decision becomes particularly complex when customers are forward looking and may defer a purchase in the hope of future discounts and promotions. With such uncertainty, many customers may end up not buying or buying at a significantly lower price, reducing the firm’s profitability. Recent studies show that a way to mitigate this negative effect caused by strategic consumers is to use a posted or preannounced pricing policy. With that policy, firms commit to a price path that consumers use to evaluate their purchase timing decision. In this paper, we propose a class of preannounced pricing poli",no
doi:10.1287/opre.2016.1538,2016,"Continuous-Review (<i>R, nQ</i>) Policies for Inventory Systems with Dual Delivery Modes",Operations Research,,published,10.1287/opre.2016.1538,Sean X. Zhou; Chaolin Yang,"[{""author"": ""Sean X. Zhou"", ""affiliations"": [""CUHK Business School, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong""]}, {""author"": ""Chaolin Yang"", ""affiliations"": [""Research Center for Management Science and Data Analytics, School of Information Management and Engineering, Shanghai University of Finance and Economics, Shanghai, China""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"We study a continuous-review, infinite-horizon inventory system with compound Poisson demand and dual sourcing/delivery modes. Ordering from either source/mode incurs a fixed cost and the expedited mode provides a shorter lead time than the regular mode. As the optimal ordering policy is unknown, while expected to be very complicated, we propose a class of simple policies called single-index (R, nQ) policies—when ordering from each mode, based on the inventory position, the system follows an (R, nQ)-type of policy. We provide an exact procedure to compute the expected long-run average cost. Specifically, we first analyze the steady-state distribution of the inventory position, which is found",yes
doi:10.1287/opre.2015.1378,2016,Coordination with Local Information,Operations Research,,published,10.1287/opre.2015.1378,Munther A. Dahleh; Alireza Tahbaz-Salehi; John N. Tsitsiklis; Spyros I. Zoumpoulis,"[{""author"": ""Munther A. Dahleh"", ""affiliations"": [""Laboratory for Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139""]}, {""author"": ""Alireza Tahbaz-Salehi"", ""affiliations"": [""Columbia Business School, Columbia University, New York, New York 10027""]}, {""author"": ""John N. Tsitsiklis"", ""affiliations"": [""Laboratory for Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139""]}, {""author"": ""Spyros I. Zoumpoulis"", ""affiliations"": [""Decision Sciences Area, INSEAD, 77300 Fontainebleau, France""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,"We study the role of local information channels in enabling coordination among strategic agents. Building on the standard finite-player global games framework, we show that the set of equilibria of a coordination game is highly sensitive to how information is locally shared among different agents. In particular, we show that the coordination game has multiple equilibria if there exists a collection of agents such that (i) they do not share a common signal with any agent outside of that collection and (ii) their information sets form an increasing sequence of nested sets. Our results thus extend the results on the uniqueness and multiplicity of equilibria beyond the well-known cases in which ",yes
doi:10.1287/opre.2015.1451,2016,Critical Review of Pricing Schemes in Markets with Non-Convex Costs,Operations Research,,published,10.1287/opre.2015.1451,George Liberopoulos; Panagiotis Andrianesis,"[{""author"": ""George Liberopoulos"", ""affiliations"": [""Department of Mechanical Engineering, University of Thessaly, 38334 Volos, Greece""]}, {""author"": ""Panagiotis Andrianesis"", ""affiliations"": [""Department of Mechanical Engineering, University of Thessaly, 38334 Volos, Greece""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"We consider a market in which suppliers with asymmetric capacities and asymmetric marginal and fixed costs compete to satisfy a deterministic and inelastic demand of a commodity in a single period. The suppliers bid their costs to an auctioneer who determines the optimal allocation and the resulting payments, a typical situation in deregulated electricity markets. Under classical marginal-cost pricing, the nonconvexity of the total cost may result in losses for some suppliers because they may fail to recover their fixed cost through commodity payments only. To address this problem, various pricing schemes that lift the price above marginal cost and/or provide side-payments (uplifts) have bee",no
doi:10.1287/opre.2016.1531,2016,Decomposable Markov Decision Processes: A Fluid Optimization Approach,Operations Research,,published,10.1287/opre.2016.1531,Dimitris Bertsimas; Velibor V. Mišić,"[{""author"": ""Dimitris Bertsimas"", ""affiliations"": [""Sloan School of Management and Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139""]}, {""author"": ""Velibor V. Mi\u0161i\u0107"", ""affiliations"": [""Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Decomposable Markov decision processes (MDPs) are problems where the stochastic system can be decomposed into multiple individual components. Although such MDPs arise naturally in many practical applications, they are often difficult to solve exactly due to the enormous size of the state space of the complete system, which grows exponentially with the number of components. In this paper, we propose an approximate solution approach to decomposable MDPs that is based on re-solving a fluid linear optimization formulation of the problem at each decision epoch. This formulation tractably approximates the problem by modeling transition behavior at the level of the individual components rather than",yes
doi:10.1287/opre.2016.1490,2016,Delay in Trade Networks,Operations Research,,published,10.1287/opre.2016.1490,Thành Nguyen; Vijay Subramanian; Randall Berry,"[{""author"": ""Th\u00e0nh Nguyen"", ""affiliations"": [""Krannert School of Management, Purdue University, West Lafayette, Indiana 47907""]}, {""author"": ""Vijay Subramanian"", ""affiliations"": [""Electrical Engineering and Computer Science Department, University of Michigan, Ann Arbor, Michigan 48109""]}, {""author"": ""Randall Berry"", ""affiliations"": [""Department of Electrical Engineering and Computer Science, Northwestern University, Evanston, Illinois 60208""]}]",,1,,,,,,,,,source=crossref,Healthcare Operations,OM_OR,0.90,kw=healthcare | auto_broad_or,"We study decentralized markets involving producers and consumers that are facilitated by middlemen. We do this by analyzing a noncooperative networked bargaining game. We assume a complete information setup wherein all the agents know the structure of the network, the values of the consumers, and the transaction costs involved but allow for some search friction when either producers or consumers trade with middlemen. In such a setting, we show that sunk cost problems and a heterogeneous network can give rise to delay or failure in negotiation, and therefore reduce the total trade capacity of the network. In the limiting regime of extremely patient agents, we provide a sharp characterization ",yes
doi:10.1287/opre.2016.1501,2016,Distributed Algorithms for Aggregative Games on Graphs,Operations Research,,published,10.1287/opre.2016.1501,Jayash Koshal; Angelia Nedić; Uday V. Shanbhag,"[{""author"": ""Jayash Koshal"", ""affiliations"": [""Department of Industrial and Enterprise Systems Engineering, University of Illinois, Urbana, Illinois 61801""]}, {""author"": ""Angelia Nedi\u0107"", ""affiliations"": [""Department of Industrial and Enterprise Systems Engineering, University of Illinois, Urbana, Illinois 61801""]}, {""author"": ""Uday V. Shanbhag"", ""affiliations"": [""Department of Industrial and Manufacturing Engineering, Pennsylvania State University, University Park, Pennsylvania 16802""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"We consider a class of Nash games, termed as aggregative games, being played over a networked system. In an aggregative game, a player’s objective is a function of the aggregate of all the players’ decisions. Every player maintains an estimate of this aggregate, and the players exchange this information with their local neighbors over a connected network. We study distributed synchronous and asynchronous algorithms for information exchange and equilibrium computation over such a network. Under standard conditions, we establish the almost-sure convergence of the obtained sequences to the equilibrium point. We also consider extensions of our schemes to aggregative games where the players’ obje",no
doi:10.1287/opre.2016.1524,2016,Dynamic Stochastic Inventory Management with Reference Price Effects,Operations Research,,published,10.1287/opre.2016.1524,Xin Chen; Peng Hu; Stephen Shum; Yuhan Zhang,"[{""author"": ""Xin Chen"", ""affiliations"": [""Department of Industrial and Enterprise Systems Engineering, University of Illinois at Urbana-Champaign, Urbana, Illinois 61801""]}, {""author"": ""Peng Hu"", ""affiliations"": [""School of Management, Huazhong University of Science and Technology, Wuhan, China 430074""]}, {""author"": ""Stephen Shum"", ""affiliations"": [""College of Business, City University of Hong Kong, Kowloon, Hong Kong""]}, {""author"": ""Yuhan Zhang"", ""affiliations"": [""Two Sigma Investments, New York, New York 10013""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"We analyze the joint inventory and pricing decisions of a firm when demand depends on not only the current selling price but also a memory-based reference price and customers are loss averse. The presence of reference price effect leads to a nonconcave one-period expected revenue in price and reference price. We introduce a transformation technique that allows us to prove under some mild assumptions the optimality of a reference-price-dependent base-stock list-price policy, which is characterized by a base-stock level and a target reference price. In addition, we show that the target reference price is increasing in the reference price, but except in the loss-neutral case, the base-stock lev",yes
doi:10.1287/opre.2016.eb.v643,2016,Editorial Board,Operations Research,,published,10.1287/opre.2016.eb.v643,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.eb.v64,2016,Editorial Board,Operations Research,,published,10.1287/opre.2016.eb.v64,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.eb.v644,2016,Editorial Board,Operations Research,,published,10.1287/opre.2016.eb.v644,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.eb.v642,2016,Editorial Board,Operations Research,,published,10.1287/opre.2016.eb.v642,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.eb.v64n5,2016,Editorial Board,Operations Research,,published,10.1287/opre.2016.eb.v64n5,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.eb.v64n6,2016,Editorial Board,Operations Research,,published,10.1287/opre.2016.eb.v64n6,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.1519,2016,Efficient Advert Assignment,Operations Research,,published,10.1287/opre.2016.1519,Frank Kelly; Peter Key; Neil Walton,"[{""author"": ""Frank Kelly"", ""affiliations"": [""Statistical Laboratory, University of Cambridge, Cambridge CB3 0WB, UK""]}, {""author"": ""Peter Key"", ""affiliations"": [""Microsoft Research, Cambridge CB1 2FB, UK""]}, {""author"": ""Neil Walton"", ""affiliations"": [""University of Manchester, Manchester M13 9PL, UK""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"We develop a framework for the analysis of large-scale ad auctions where adverts are assigned over a continuum of search types. For this pay-per-click market, we provide an efficient mechanism that maximizes social welfare. In particular, we show that the social welfare optimization can be solved in separate optimizations conducted on the time scales relevant to the search platform and advertisers. Here, on each search occurrence, the platform solves an assignment problem and, on a slower time scale, each advertiser submits a bid that matches its demand for click-throughs with supply. Importantly, knowledge of global parameters, such as the distribution of search terms, is not required when ",no
doi:10.1287/opre.2015.1460,2016,Efficient Feed-In-Tariff Policies for Renewable Energy Technologies,Operations Research,,published,10.1287/opre.2015.1460,Saed Alizamir; Francis de Véricourt; Peng Sun,"[{""author"": ""Saed Alizamir"", ""affiliations"": [""Yale School of Management, New Haven, Connecticut 06511""]}, {""author"": ""Francis de V\u00e9ricourt"", ""affiliations"": [""ESMT European School of Management and Technology, 10178 Berlin, Germany""]}, {""author"": ""Peng Sun"", ""affiliations"": [""Fuqua School of Business, Duke University, Durham, North Carolina 27708""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Feed-in-tariff (FIT) policies aim at driving down the cost of renewable energy by fostering learning and accelerating the diffusion of green technologies. Under FIT mechanisms, governments purchase green energy at tariffs that are set above market price. The success or failure of FIT policies, in turn, critically depend on how these tariffs are determined and adjusted over time. This paper provides insights into designing cost-efficient and socially optimal FIT programs. Our modeling framework captures key market dynamics as well as investors’ strategic behavior. In this framework, we establish that the current practice of maintaining constant profitability is theoretically rarely optimal. B",yes
doi:10.1287/opre.2016.1551,2016,Erratum,Operations Research,,published,10.1287/opre.2016.1551,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.1491,2016,Erratum—Exact Algorithms for the Clustered Vehicle Routing Problem,Operations Research,,published,10.1287/opre.2016.1491,Maaike Hoogeboom; Maria Battarra; Güneş Erdoǧan; Daniele Vigo,"[{""author"": ""Maaike Hoogeboom"", ""affiliations"": [""Department of Information, Logistics and Innovation, Vrije Universiteit Amsterdam, 1081 HV Amsterdam, The Netherlands""]}, {""author"": ""Maria Battarra"", ""affiliations"": [""School of Management, University of Bath, Bath BA2 7AY, United Kingdom""]}, {""author"": ""G\u00fcne\u015f Erdo\u01e7an"", ""affiliations"": [""School of Management, University of Bath, Bath BA2 7AY, United Kingdom""]}, {""author"": ""Daniele Vigo"", ""affiliations"": [""Department of Electrical, Electronic and Information Engineering \u201cGuglielmo Marconi,\"" Alma Mater Universit\u00e0 di Bologna, 40136 Bologna, Italy""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,yes
doi:10.1287/opre.2016.1535,2016,Exact Algorithms for Electric Vehicle-Routing Problems with Time Windows,Operations Research,,published,10.1287/opre.2016.1535,Guy Desaulniers; Fausto Errico; Stefan Irnich; Michael Schneider,"[{""author"": ""Guy Desaulniers"", ""affiliations"": [""Polytechnique Montr\u00e9al and GERAD, Montr\u00e9al, Qu\u00e9bec, Canada H3C 3A7""]}, {""author"": ""Fausto Errico"", ""affiliations"": [""\u00c9cole de Technologie Sup\u00e9rieure and GERAD and CIRRELT, Montr\u00e9al, Qu\u00e9bec, Canada H3C 1K3""]}, {""author"": ""Stefan Irnich"", ""affiliations"": [""Gutenberg School of Management and Economics, Johannes Gutenberg University Mainz, 55128 Mainz, Germany""]}, {""author"": ""Michael Schneider"", ""affiliations"": [""School of Business and Economics, RWTH Aachen University, 52062 Aachen, Germany""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,"Effective route planning for battery electric commercial vehicle (ECV) fleets has to take into account their limited autonomy and the possibility of visiting recharging stations during the course of a route. In this paper, we consider four variants of the electric vehicle-routing problem with time windows: (i) at most a single recharge per route is allowed, and batteries are fully recharged on visit of a recharging station; (ii) multiple recharges per route, full recharges only; (iii) at most a single recharge per route, and partial battery recharges are possible; and (iv) multiple, partial recharges. For each variant, we present exact branch-price-and-cut algorithms that rely on customized ",yes
doi:10.1287/opre.2016.1510,2016,Exact Analysis of Divergent Inventory Systems with Time-Based Shipment Consolidation and Compound Poisson Demand,Operations Research,,published,10.1287/opre.2016.1510,Olof Stenius; Ayşe Gönül Karaarslan; Johan Marklund; A. G. de Kok,"[{""author"": ""Olof Stenius"", ""affiliations"": [""Department of Industrial Management and Logistics, Lund University, 22100 Lund, Sweden""]}, {""author"": ""Ay\u015fe G\u00f6n\u00fcl Karaarslan"", ""affiliations"": [""Department of Econometrics, Erasmus University Rotterdam, 3000DR Rotterdam, Netherlands""]}, {""author"": ""Johan Marklund"", ""affiliations"": [""Department of Industrial Management and Logistics, Lund University, 22100 Lund, Sweden""]}, {""author"": ""A. G. de Kok"", ""affiliations"": [""Department of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, 5600MB Eindhoven, Netherlands""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Sustainable and efficient management of a distribution system requires coordination between transportation planning and inventory control decisions. In this context, we consider a one warehouse multi-retailer inventory system with a time-based shipment consolidation policy at the warehouse. This means that there are fixed costs associated with each shipment, and retailer orders are consolidated and shipped periodically to groups of retailers sharing the same delivery routes. Customer demand is compound Poisson distributed and unsatisfied demand at each stock point is backordered and allocated on a first-come first-served basis. The system is centralized and inventory levels are reviewed cont",no
