paper_key,year,title,journal,status,published_or_forthcoming,doi,authors,author_affiliations_at_publication,school_credit_map,keep_om,exclude_reason,citation_count,citation_source,citation_url,citation_last_checked_date,google_scholar_citations,google_scholar_url,citations_last_checked_date,notes,ms_department,discipline_bucket,dept_confidence,dept_signals,abstract_excerpt,business_school_affiliation
doi:10.1287/opre.2020.1988,2021,Technical Note—A Stochastic Assignment Problem with Unknown Eligibility Probabilities,Operations Research,,published,10.1287/opre.2020.1988,Sheldon M. Ross; Gideon Weiss; Zhengyu Zhang,"[{""author"": ""Sheldon M. Ross"", ""affiliations"": [""Department of Industrial and Systems Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, California 90007;""]}, {""author"": ""Gideon Weiss"", ""affiliations"": [""Department of Statistics, University of Haifa, Haifa 3498838, Israel""]}, {""author"": ""Zhengyu Zhang"", ""affiliations"": [""Department of Industrial and Systems Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, California 90007;""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Consider [Formula: see text] initially empty boxes, numbered 1 through [Formula: see text]. Balls arrive sequentially. Each ball has a binary vector [Formula: see text] attached to it, with the interpretation that the ball is eligible to be put in box [Formula: see text] if [Formula: see text]. An arriving ball can be put in any empty box for which it is eligible. Assume that components of the vector are independent Bernoulli random variables with initially unknown probabilities [Formula: see text]. In “A Stochastic Assignment Problem with Unknown Eligible Probabilities,” Ross, Weiss, and Zhang discuss policies that aim at minimizing the number of balls needed until all boxes are filled. Whe",no
doi:10.1287/opre.2020.2031,2021,Technical Note—Approximating Systems Fed by Poisson Processes with Rapidly Changing Arrival Rates,Operations Research,,published,10.1287/opre.2020.2031,Zeyu Zheng; Harsha Honnappa; Peter W. Glynn,"[{""author"": ""Zeyu Zheng"", ""affiliations"": [""Department of Industrial Engineering and Operations Research, University of California, Berkeley, Berkeley, California 94720;""]}, {""author"": ""Harsha Honnappa"", ""affiliations"": [""School of Industrial Engineering, Purdue University, West Lafayette, Indiana 47906;""]}, {""author"": ""Peter W. Glynn"", ""affiliations"": [""Department of Management Science and Engineering, Stanford University, Stanford, California 94305""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"In many operations management settings, the arrival process to the system exhibits clear nonstationarities. These nonstationarities may arise as a consequence of time-of-day effects, day-of-week effects, seasonalities, or stochastic fluctuations in the arrival rate. Tools that are developed for performance prediction and decision making when systems are stationary may not be valid in the nonstationary environment. This paper provides a generic, closed-form, and simple approximation tool for when the nonstationarities are caused by rapid fluctuations in the arrival processes.",no
doi:10.1287/opre.2020.2059,2021,"Technical Note—Consumer Choice and Market Expansion: Modeling, Optimization, and Estimation",Operations Research,,published,10.1287/opre.2020.2059,Ruxian Wang,"[{""author"": ""Ruxian Wang"", ""affiliations"": [""Johns Hopkins Carey Business School, Johns Hopkins University, Baltimore, Maryland 21202""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"The growth of market size is crucially important to firms, although researchers often assume that market size is constant in assortment and pricing management. I develop a model that incorporates the market expansion effects into discrete consumer choice models and investigate various operations problems. Market size, measured by the number of people who are interested in the products from the same category, is largely influenced by firms’ operations strategy, and it also affects assortment planning and pricing decisions. Failure to account for market expansion effects may lead to substantial losses in demand estimation and operations management. Based on real data, this paper uses an altern",yes
doi:10.1287/opre.2020.2077,2021,Technical Note—Dynamic Data-Driven Estimation of Nonparametric Choice Models,Operations Research,,published,10.1287/opre.2020.2077,Nam Ho-Nguyen; Fatma Kılınç-Karzan,"[{""author"": ""Nam Ho-Nguyen"", ""affiliations"": [""Discipline of Business Analytics, The University of Sydney, New South Wales 2006, Australia;""]}, {""author"": ""Fatma K\u0131l\u0131n\u00e7-Karzan"", ""affiliations"": [""Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,"Choice models are prevalent in several application areas, and their nonparametric estimation was introduced to alleviate unreasonable assumptions in traditional parametric models. Existing literature focuses only on the static observational setting where all of the observations are given up front and lacks algorithms that provide explicit convergence rate guarantees or an a priori analysis for the model accuracy versus sparsity trade-off on the actual estimated model returned. In contrast, in “Dynamic Data-Driven Estimation of Nonparametric Choice Models,” Ho-Nguyen and Kılınç-Karzan focus on estimating a nonparametric choice model from observational data in a dynamic setting, where observat",yes
doi:10.1287/opre.2020.2001,2021,Technical Note—Global Robust Stability in a General Price and Assortment Competition Model,Operations Research,,published,10.1287/opre.2020.2001,Awi Federgruen; Ming Hu,"[{""author"": ""Awi Federgruen"", ""affiliations"": [""Graduate School of Business, Columbia University, New York, New York 10027;""]}, {""author"": ""Ming Hu"", ""affiliations"": [""Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,"We analyze a general but parsimonious price competition model for an oligopoly in which each firm offers any number of products. The demand volumes are general piecewise affine functions of the full price vector, generated as the “regular” extension of a base set of affine functions. The model specifies a product assortment, along with their prices and demand volumes, in contrast to most commonly used demand models, such as the multinomial logit model or any of its variants. We show that a special equilibrium in this model has global robust stability. This means that, from any starting point, the market converges to this equilibrium when firms use a particular response mapping to dynamically",yes
doi:10.1287/opre.2020.2078,2021,Technical Note—Joint Learning and Optimization of Multi-Product Pricing with Finite Resource Capacity and Unknown Demand Parameters,Operations Research,,published,10.1287/opre.2020.2078,Qi (George) Chen; Stefanus Jasin; Izak Duenyas,"[{""author"": ""Qi (George) Chen"", ""affiliations"": [""London Business School, Regent\u2019s Park, London NW1 4SA, United Kingdom;""]}, {""author"": ""Stefanus Jasin"", ""affiliations"": [""Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 75080""]}, {""author"": ""Izak Duenyas"", ""affiliations"": [""Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 75080""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,Dynamic Pricing with Limited Resource and Unknown Demand Parameters,yes
doi:10.1287/opre.2020.2026,2021,Technical Note—On Nested Partitions Method for Global Optimization,Operations Research,,published,10.1287/opre.2020.2026,Tao Wu,"[{""author"": ""Tao Wu"", ""affiliations"": [""School of Economics and Management, Tongji University, Shanghai 200092, China""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,Finite-Time Behavior of Nested Partitions Method for Global Optimization,no
doi:10.1287/opre.2020.2008,2021,Technical Note—On Revenue Management with Strategic Customers Choosing When and What to Buy,Operations Research,,published,10.1287/opre.2020.2008,Yiwei Chen; Nikolaos Trichakis,"[{""author"": ""Yiwei Chen"", ""affiliations"": [""Department of Marketing and Supply Chain Management, Fox School of Business, Temple University, Philadelphia, Pennsylvania 19122;""]}, {""author"": ""Nikolaos Trichakis"", ""affiliations"": [""Operations Research Center and Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"In practice, when thinking about their purchasing decisions, customers usually strategize along two dimensions: (1) when to buy and (2) what to buy. That is, they might delay a purchase in anticipation of future price reductions, and/or they might purchase cheaper substitutes. Despite this, the literature has thus far dealt exclusively with either one of the two extremes whereby one of the two strategic dimension is missing. For example, a large body of work has studied forward-looking customers strategizing on when to buy but has done so merely within models in which customers have no alternatives to choose from. Conversely, another large body of work on assortment optimization and choice m",yes
doi:10.1287/opre.2020.2064,2021,Technical Note—Preservation of Additive Convexity and Its Applications in Stochastic Optimization Problems,Operations Research,,published,10.1287/opre.2020.2064,Xiting Gong; Tong Wang,"[{""author"": ""Xiting Gong"", ""affiliations"": [""Department of Decision Sciences and Managerial Economics, CUHK Business School, The Chinese University of Hong Kong, Shatin, New Territories, Hong Kong;""]}, {""author"": ""Tong Wang"", ""affiliations"": [""Department of Management Science, Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai, China 200030""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,Preservation Results for Proving Additively Convex Value Functions for High-Dimensional Stochastic Optimization Problems,yes
doi:10.1287/opre.2020.2019,2021,Technical Note—Understanding the Performance of Capped Base-Stock Policies in Lost-Sales Inventory Models,Operations Research,,published,10.1287/opre.2020.2019,Linwei Xin,"[{""author"": ""Linwei Xin"", ""affiliations"": [""Booth School of Business, University of Chicago, Chicago, Illinois 60637""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Single-sourcing lost-sales inventory systems with lead times are notoriously difficult to optimize. In this paper, we propose a new family of capped base-stock policies and provide a new perspective on constructing a practical hybrid policy combining two well-known heuristics: base-stock and constant-order policies. Each capped base-stock policy is associated with two parameters: a base-stock level and an order cap. We prove that for any fixed order cap, the capped base-stock policy converges exponentially fast in the base-stock level to a constant-order policy, providing a theoretical foundation for a phenomenon by which a capped dual-index policy converges numerically to a tailored base-su",yes
doi:10.1287/opre.2020.2089,2021,The Constrained Reliable Shortest Path Problem in Stochastic Time-Dependent Networks,Operations Research,,published,10.1287/opre.2020.2089,Matthias Ruß; Gunther Gust; Dirk Neumann,"[{""author"": ""Matthias Ru\u00df"", ""affiliations"": [""Chair for Information Systems Research, University of Freiburg, 79098 Freiburg im Breisgau, Germany""]}, {""author"": ""Gunther Gust"", ""affiliations"": [""Chair for Information Systems Research, University of Freiburg, 79098 Freiburg im Breisgau, Germany""]}, {""author"": ""Dirk Neumann"", ""affiliations"": [""Chair for Information Systems Research, University of Freiburg, 79098 Freiburg im Breisgau, Germany""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,Finding Shortest Paths That Are Reliable and Satisfy Constraints on Time-Dependent Weights,no
doi:10.1287/opre.2020.1990,2021,The Discrete Moment Problem with Nonconvex Shape Constraints,Operations Research,,published,10.1287/opre.2020.1990,Xi Chen; Simai He; Bo Jiang; Christopher Thomas Ryan; Teng Zhang,"[{""author"": ""Xi Chen"", ""affiliations"": [""Stern School of Business, New York University, New York, New York 10012;""]}, {""author"": ""Simai He"", ""affiliations"": [""Research Institute for Interdisciplinary Sciences, School of Information Management and Engineering, Shanghai University of Finance and Economics, Yangpu District, Shanghai 200433, P.R. China;""]}, {""author"": ""Bo Jiang"", ""affiliations"": [""Research Institute for Interdisciplinary Sciences, School of Information Management and Engineering, Shanghai University of Finance and Economics, Yangpu District, Shanghai 200433, P.R. China;""]}, {""author"": ""Christopher Thomas Ryan"", ""affiliations"": [""UBC Sauder School of Business, University of British Columbia, Vancouver, British Columbia V6T 1Z2, Canada;""]}, {""author"": ""Teng Zhang"", ""affiliations"": [""Department of Management Science and Engineering, Stanford University, Stanford, California 94305""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"The discrete moment problem aims to find a worst-case discrete distribution that satisfies a given set of moments. This paper studies the discrete moment problems with additional shape constraints that guarantee the worst-case distribution is either log-concave (LC) or has an increasing failure rate (IFR) or increasing generalized failure rate (IGFR). These classes are useful in practice, with applications in revenue management, reliability, and inventory control. The authors characterize the structure of optimal extreme point distributions and show, for example, that an optimal extreme point solution to a moment problem with m moments and LC shape constraints is piecewise geometric with at ",yes
doi:10.1287/opre.2020.2068,2021,The Effect of Social Preferences on Sales and Operations Planning,Operations Research,,published,10.1287/opre.2020.2068,Felix Papier; Ulrich W. Thonemann,"[{""author"": ""Felix Papier"", ""affiliations"": [""Department of Operations Management, ESSEC Business School, 95021 Cergy, France;""]}, {""author"": ""Ulrich W. Thonemann"", ""affiliations"": [""Department of Supply Chain Management and Management Science, University of Cologne, D-50923 Cologne, Germany""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Sales and operations planning processes are used to align production quantities and customer demand. Two key activities of these processes are demand planning and production planning, which are often assigned to individuals in different departments. In “The Effect of Social Preferences on Sales and Operations Planning,” Papier and Thonemann analyze the role of social preferences (altruism, inequality aversion, and competitive pressure) and monetary incentives in motivating demand planners to invest effort in forecasting that benefits the production planners. Their results indicate that social preferences can be used to incentivize demand planners to invest effort and that this effect is anti",yes
doi:10.1287/opre.2020.2023,2021,The Shortest Path Interdiction Problem with Randomized Interdiction Strategies: Complexity and Algorithms,Operations Research,,published,10.1287/opre.2020.2023,Tim Holzmann; J. Cole Smith,"[{""author"": ""Tim Holzmann"", ""affiliations"": [""Department of Operational Sciences, Air Force Institute of Technology, Wright Patterson AFB, Dayton, Ohio 45433;""]}, {""author"": ""J. Cole Smith"", ""affiliations"": [""Department of Electrical Engineering and Computer Science, Syracuse University, Syracuse, New York 13244""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,New algorithms and models enable randomized network interdiction strategies,no
doi:10.1287/opre.2020.2002,2021,Time Consistency of the Mean-Risk Problem,Operations Research,,published,10.1287/opre.2020.2002,Gabriela Kováčová; Birgit Rudloff,"[{""author"": ""Gabriela Kov\u00e1\u010dov\u00e1"", ""affiliations"": [""Institute for Statistics and Mathematics, Vienna University of Economics and Business, Vienna A-1020, Austria""]}, {""author"": ""Birgit Rudloff"", ""affiliations"": [""Institute for Statistics and Mathematics, Vienna University of Economics and Business, Vienna A-1020, Austria""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"When dealing with dynamic optimization problems, time consistency is a desirable property as it allows one to solve the problem efficiently through a backward recursion. The mean-risk problem is known to be time inconsistent when considered in its scalarized form. However, when left in its original bi-objective form, it turns out to satisfy a more general time consistency property that seems better suited to a vector optimization problem. In “Time Consistency of the Mean-Risk Problem,” Kováĉova and Rudloff introduce a set-valued version of the famous Bellman principle and show that the bi-objective mean-risk problem does satisfy it. Then, the upper image, a set that contains the efficient fr",no
doi:10.1287/opre.2020.2044,2021,Timing It Right: Balancing Inpatient Congestion vs. Readmission Risk at Discharge,Operations Research,,published,10.1287/opre.2020.2044,Pengyi Shi; Jonathan E. Helm; Jivan Deglise-Hawkinson; Julian Pan,"[{""author"": ""Pengyi Shi"", ""affiliations"": [""Krannert School of Management, Purdue University, West Lafayette, Indiana 47907""]}, {""author"": ""Jonathan E. Helm"", ""affiliations"": [""Kelley School of Business, Indiana University, Bloomington, Indiana 47405""]}, {""author"": ""Jivan Deglise-Hawkinson"", ""affiliations"": [""Lean Care Solutions Corporation Pte. Ltd., Singapore 139959, Singapore""]}, {""author"": ""Julian Pan"", ""affiliations"": [""Lean Care Solutions Corporation Pte. Ltd., Singapore 139959, Singapore""]}]",,1,,,,,,,,,source=crossref,Healthcare Operations,OM_OR,0.90,kw=healthcare | auto_broad_or,One of the most important decisions a hospitalist makes at the intersection of cost and quality of care is when to discharge a patient from the hospital. Keeping patients longer (shorter) increases (decreases) overcrowding and hospital costs but also decreases (increases) readmission risk. Here a long-run average cost optimization problem for determining on each day who and how many patients to discharge is developed. The authors combined structural properties of the model with an analytical solution for a special cost structure to approximately solve the high-dimensional Markov decision process. This transformed the originally intractable problem into a simple univariate optimization proble,yes
doi:10.1287/opre.2019.1976,2021,To Pool or Not to Pool: Queueing Design for Large-Scale Service Systems,Operations Research,,published,10.1287/opre.2019.1976,Ping Cao; Shuangchi He; Junfei Huang; Yunan Liu,"[{""author"": ""Ping Cao"", ""affiliations"": [""School of Management, University of Science and Technology of China, 230026 Hefei, China""]}, {""author"": ""Shuangchi He"", ""affiliations"": [""Department of Industrial Systems Engineering and Management, National University of Singapore, Singapore 117576""]}, {""author"": ""Junfei Huang"", ""affiliations"": [""Department of Decision Sciences and Managerial Economics, CUHK Business School, Chinese University of Hong Kong, Shatin, Hong Kong""]}, {""author"": ""Yunan Liu"", ""affiliations"": [""Department of Industrial and Systems Engineering, North Carolina State University, Raleigh, North Carolina 27695""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"In large-scale service systems, it is a common practice to organize customers with similar service requirements into a single queue served by a group of servers. This pooled queue structure is deemed highly efficient because the servers’ idleness will be minimized. In “To Pool or Not to Pool: Queueing Design for Large-Scale Service Systems,” Cao, He, Huang, and Liu demonstrate that the dedicated queue structure, under which each server has her own queue, could be more advantageous for improving the system’s service level. Moreover, the servers’ additional idleness induced by the dedicated queue structure will be negligible when the system scale is large. By solving a staffing problem, this s",yes
doi:10.1287/opre.2020.2052,2021,Tractable Equilibria in Sponsored Search with Endogenous Budgets,Operations Research,,published,10.1287/opre.2020.2052,Dragos Florin Ciocan; Krishnamurthy Iyer,"[{""author"": ""Dragos Florin Ciocan"", ""affiliations"": [""INSEAD, Technology and Operations Management, Fontainebleau 77300, France;""]}, {""author"": ""Krishnamurthy Iyer"", ""affiliations"": [""Industrial and Systems Engineering, University of Minnesota, Minneapolis, Minnesota 55455""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Given the scale of the sponsored search market, it is practically important yet technically difficult to understand the interplay between bidders and the ad network and its effect on the long-run state of the market. Although typical equilibrium models account for bidders strategizing over the individual bids they submit to the auctions, they ignore that bidders also strategically set their campaign budgets. In “Tractable Equilibria in Sponsored Search with Endogenous Budgets,” F. Ciocan and K. Iyer ask how this additional strategic layer affects market operation and prove that endogenizing budgets surprisingly yields simple and interpretable equilibria. Namely, these equilibria generate qua",no
doi:10.1287/opre.2020.2082,2021,Transmission Capacity Allocation in Zonal Electricity Markets,Operations Research,,published,10.1287/opre.2020.2082,Ignacio Aravena; Quentin Lété; Anthony Papavasiliou; Yves Smeers,"[{""author"": ""Ignacio Aravena"", ""affiliations"": [""Lawrence Livermore National Laboratory, Livermore, California 94550;""]}, {""author"": ""Quentin L\u00e9t\u00e9"", ""affiliations"": [""Center for Operations Research and Econometrics (CORE), Universit\u00e9 catholique de Louvain, 1348 Louvain-la-Neuve, Belgium""]}, {""author"": ""Anthony Papavasiliou"", ""affiliations"": [""Center for Operations Research and Econometrics (CORE), Universit\u00e9 catholique de Louvain, 1348 Louvain-la-Neuve, Belgium""]}, {""author"": ""Yves Smeers"", ""affiliations"": [""Center for Operations Research and Econometrics (CORE), Universit\u00e9 catholique de Louvain, 1348 Louvain-la-Neuve, Belgium""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,An OR look into zonal integration of electricity markets,no
doi:10.1287/opre.2020.1999,2021,Value of Information in Bayesian Routing Games,Operations Research,,published,10.1287/opre.2020.1999,Manxi Wu; Saurabh Amin; Asuman E. Ozdaglar,"[{""author"": ""Manxi Wu"", ""affiliations"": [""Institute for Data, Systems, and Society, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;""]}, {""author"": ""Saurabh Amin"", ""affiliations"": [""Laboratory of Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;""]}, {""author"": ""Asuman E. Ozdaglar"", ""affiliations"": [""Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,"Over the years, travelers are increasingly relying on navigation services to inform their route choices and save time. How much value—in terms of saved time—can these services indeed provide to their users? The answer is not as simple as one may think because the value of traffic information not only depends on its accuracy, but also on how widely it is shared among travelers. For instance, information on an incident has the highest value for a traveler when the traveler is the only person who knows about it and takes a detour. However, this information becomes less valuable when it is shared with more travelers, who may take the same detour and cause congestion. Our work uses a game-theoret",no
doi:10.1287/opre.2021.2111,2021,“Now or Later?” When to Deploy Qualification Screening in Open-Bid Auction for Re-Sourcing,Operations Research,,published,10.1287/opre.2021.2111,Wen Zhang; Qi (George) Chen; Elena Katok,"[{""author"": ""Wen Zhang"", ""affiliations"": [""Hankamer School of Business, Baylor University, Waco, Texas 76706""]}, {""author"": ""Qi (George) Chen"", ""affiliations"": [""London Business School, London NW1 4SA, United Kingdom""]}, {""author"": ""Elena Katok"", ""affiliations"": [""Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Designing Open-bid Procurement Auction with Supplier Qualification Screenings Manufacturers often use re-sourcing initiatives to keep their suppliers’ pricing competitive; e.g., new entrant suppliers are identified and invited to compete with the incumbent supplier for supply contracts in an open-bid auction. To ensure that entrant suppliers have the capability of executing the contract, the conventional approach for many manufacturers is to conduct qualification screenings on all the entrants prior to auction bidding and only allow qualified entrant suppliers to compete in the auction. In “‘Now or Later?’ When to Deploy Qualification Screening in Open-Bid Auction for Re-Sourcing”, Zhang, Ch",yes
doi:10.1287/opre.2021.2150,2022,1.79-Approximation Algorithms for Continuous Review Single-Sourcing Lost-Sales and Dual-Sourcing Inventory Models,Operations Research,,published,10.1287/opre.2021.2150,Linwei Xin,"[{""author"": ""Linwei Xin"", ""affiliations"": [""Booth School of Business, University of Chicago, Chicago, Illinois 60637""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Stochastic inventory systems with lead times are often challenging to optimize, including single-sourcing lost-sales and dual-sourcing systems. Recent numerical results suggest that capped policies demonstrate superior performance over existing heuristics. However, the superior performance lacks a theoretical foundation. In “1.79-Approximation Algorithms for Continuous Review Single-Sourcing Lost-Sales and Dual-Sourcing Inventory Models,” the author provides a theoretical foundation for this phenomenon in two classical inventory models. First, in a continuous review lost-sales model with lead times and Poisson demand, he proves that a capped base-stock policy has a worst-case performance gua",yes
doi:10.1287/opre.2022.2267,2022,A Classifier to Decide on the Linearization of Mixed-Integer Quadratic Problems in CPLEX,Operations Research,,published,10.1287/opre.2022.2267,Pierre Bonami; Andrea Lodi; Giulia Zarpellon,"[{""author"": ""Pierre Bonami"", ""affiliations"": [""Gurobi Optimization, Madrid 28006, Spain;""]}, {""author"": ""Andrea Lodi"", ""affiliations"": [""Canada Excellence Research Chair \u201cData Science for Real-time Decision-Making\u201d Polytechnique Montr\u00e9al, Montreal, Quebec H3C 3A7, Canada;"", ""Jacobs Technion-Cornell Institute, Cornell Tech and Technion, Israel Institute of Technology, New York, New York 10024;""]}, {""author"": ""Giulia Zarpellon"", ""affiliations"": [""Vector Institute, Toronto, Ontario M5G 1M1, Canada""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,"Despite modern solvers being able to tackle mixed-integer quadratic programming problems (MIQPs) for several years, the theoretical and computational implications of the employed resolution techniques are not fully grasped yet. An interesting question concerns the choice of whether to linearize the quadratic part of a convex MIQP: although in theory no approach dominates the other, the decision is typically performed during the preprocessing phase and can thus substantially condition the downstream performance of the solver. In “A Classifier to Decide on the Linearization of Mixed-Integer Quadratic Problems in CPLEX,” Bonami, Lodi, and Zarpellon use machine learning (ML) to cast a prediction",no
doi:10.1287/opre.2021.2154,2022,A Fluid-Diffusion-Hybrid Limiting Approximation for Priority Systems with Fast and Slow Customers,Operations Research,,published,10.1287/opre.2021.2154,Lun Yu; Seyed Iravani; Ohad Perry,"[{""author"": ""Lun Yu"", ""affiliations"": [""Department of Industrial Engineering and Management Science, Northwestern University, Evanston, Illinois 60208""]}, {""author"": ""Seyed Iravani"", ""affiliations"": [""Department of Industrial Engineering and Management Science, Northwestern University, Evanston, Illinois 60208""]}, {""author"": ""Ohad Perry"", ""affiliations"": [""Department of Industrial Engineering and Management Science, Northwestern University, Evanston, Illinois 60208""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"The paper “Fluid-Diffusion-Hybrid (FDH) Approximation” proposes a new heavy-traffic asymptotic regime for a two-class priority system in which the high-priority customers require substantially larger service times than the low-priority customers. In the FDH limit, the high-priority queue is a diffusion, whereas the low-priority queue operates as a (random) fluid limit, whose dynamics are driven by the former diffusion. A characterizing property of our limit process is that, unlike other asymptotic regimes, a non-negligible proportion of the customers from both classes must wait for service. This property allows us to study the costs and benefits of de-pooling, and prove that a two-pool syste",no
doi:10.1287/opre.2022.2304,2022,A New Approach for Vehicle Routing with Stochastic Demand: Combining Route Assignment with Process Flexibility,Operations Research,,published,10.1287/opre.2022.2304,Kirby Ledvina; Hanzhang Qin; David Simchi-Levi; Yehua Wei,"[{""author"": ""Kirby Ledvina"", ""affiliations"": [""Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;""]}, {""author"": ""Hanzhang Qin"", ""affiliations"": [""Center for Computational Science and Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;""]}, {""author"": ""David Simchi-Levi"", ""affiliations"": [""Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"", ""Institute for Data, Systems, and Society, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"", ""Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;""]}, {""author"": ""Yehua Wei"", ""affiliations"": [""Fuqua School of Business, Duke University, Durham, North Carolina 27708""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Motivated by logistical problems faced by a large supply chain software company, the paper, “A New Approach for Vehicle Routing with Stochastic Demand: Combining Route Assignment with Process Flexibility,” studies a vehicle routing problem where some routes are allowed to overlap. The paper proposes a class of simple and effective strategies to design overlapped routes with customer sharing, which combines ideas from the process flexibility in manufacturing and traditional vehicle routing literatures. Through theoretical analysis and numerical simulations, the paper illustrates the advantage of an overlapped routing strategy with a small amount of customer overlaps. In particular, it shows t",yes
doi:10.1287/opre.2019.1967,2022,A Polynomial-Time Approximation Scheme for Sequential Batch Testing of Series Systems,Operations Research,,published,10.1287/opre.2019.1967,Danny Segev; Yaron Shaposhnik,"[{""author"": ""Danny Segev"", ""affiliations"": [""Department of Statistics and Operations Research, School of Mathematical Sciences, Tel-Aviv University, Tel-Aviv 69978, Israel;""]}, {""author"": ""Yaron Shaposhnik"", ""affiliations"": [""Simon Business School, University of Rochester, Rochester, New York 14627""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"The paper studies a recently introduced generalization of the classic sequential testing problem for series systems, consisting of multiple stochastic components. The conventional assumption in such settings is that the overall system state can be expressed as an AND function, defined with respect to the states of individual components. However, unlike the classic setting, rather than testing components separately, one after the other, we allow aggregating multiple tests to be conducted simultaneously, while incurring an additional set-up cost. This feature is present in numerous practical applications, where decision makers are incentivized to exploit economy of scale by testing subsets of ",yes
